item_id,title,raiting,description,price,href
p343694608, Ноутбук Vinga Spirit S141 (S141-C424128GW11-P), залишити відгук ,,12739,https://rozetka.com.ua/ua/343694608/p343694608/
p338654713, Ноутбук Dell Latitude 3510 (N004L351015UA_WP), залишити відгук ,,31714,https://rozetka.com.ua/ua/338654713/p338654713/
p334326874, Ноутбук Dell Latitude 7520 (N028L752015UA_UBU), залишити відгук ,,77379,https://rozetka.com.ua/ua/334326874/p334326874/
p338650969, Ноутбук Dell Vostro 3515 (N6264VN3515UA_WP), залишити відгук ,,31936,https://rozetka.com.ua/ua/338650969/p338650969/
p338657821, Ноутбук Dell Vostro 5510 (N4006VN5510UA01_2201_WP), залишити відгук ,,47660,https://rozetka.com.ua/ua/338657821/p338657821/
p339170476, Ноутбук HP 250 G8 (2E9J0EA), залишити відгук ,,38735,https://rozetka.com.ua/ua/339170476/p339170476/
p340999168, Ноутбук Microsoft Surface Laptop GO (21O-00009), залишити відгук ,,70969,https://rozetka.com.ua/ua/340999168/p340999168/
p346970085, Ноутбук MSI Katana GF66 11UD Black (GF66 11UD-1050XUA) (GF6611UD-1050XUA), залишити відгук ,,59437,https://rozetka.com.ua/ua/346970085/p346970085/
p359638788, Ноутбук Dell Latitude E5430 I5-3210 DDR3 0 Гб SSD 128 Гб PTB0822130 Б/В, залишити відгук ,,7367,https://rozetka.com.ua/ua/359638788/p359638788/
p338651014, Ноутбук Dell Latitude 7420 (N059L742014UA_UBU), залишити відгук ,,81304,https://rozetka.com.ua/ua/338651014/p338651014/
p335776492, Ноутбук Dell Latitude 7420 (N059L742014UA_UBU), залишити відгук ,,78293,https://rozetka.com.ua/ua/335776492/p335776492/
p337287244," Ноутбук Dell Latitude 9420/14.0"" (210-AYIV#Ygok)", залишити відгук ,,100888,https://rozetka.com.ua/ua/337287244/p337287244/
p335144149, Ноутбук Microsoft Surface Book 3 Platinum (SLZ-00001) [62351], залишити відгук ,,59399,https://rozetka.com.ua/ua/335144149/p335144149/
p327407530, Ноутбук Microsoft Surface Laptop GO Silver (THJ-00046), залишити відгук ,,50450,https://rozetka.com.ua/ua/327407530/p327407530/
p338651377, Ноутбук Dell Latitude 3510 (N004L351015UA_UBU), залишити відгук ,,31523,https://rozetka.com.ua/ua/338651377/p338651377/
p340993795, Ноутбук Dell Latitude 7320 (N098L732013UA_UBU) (N098L732013UA UBU), залишити відгук ,,69579,https://rozetka.com.ua/ua/340993795/p340993795/
p359638914, Ноутбук Dell Latitude E6430 I5-3320M DDR3 4 Гб HDD 320 Гб PTB0822298, залишити відгук ,,6716,https://rozetka.com.ua/ua/359638914/p359638914/
p343687591, Ноутбук Razer Book Gaming (RZ09-03571EM2-R3U1), залишити відгук ,,56741,https://rozetka.com.ua/ua/343687591/p343687591/
p346443000, Ноутбук MSI GF65 Thin 10UE (GF65 10UE-092US), залишити відгук ,,54292,https://rozetka.com.ua/ua/346443000/p346443000/
p322903105, Ноутбук Microsoft Surface Laptop GO (21O-00009), залишити відгук ,,70448,https://rozetka.com.ua/ua/322903105/p322903105/
p359638833, Ноутбук Dell Latitude E6430 I5-3340M DDR3 8 Гб SSD 128 Гб PTB0822290 Б/В, залишити відгук ,,8547,https://rozetka.com.ua/ua/359638833/p359638833/
p340990078, Ноутбук Dell Latitude 7320 (N064L732013UA_WP11) (N064L732013UA WP11), залишити відгук ,,82501,https://rozetka.com.ua/ua/340990078/p340990078/
p359638905, Ноутбук Dell Latitude E6430s I7-3540M DDR3 4 Гб HDD 500 Гб PTB0822409, залишити відгук ,,8262,https://rozetka.com.ua/ua/359638905/p359638905/
p338654131, Ноутбук DELL Vostro 3510 Carbon Black (N8000VN3510UA_UBU), залишити відгук ,,27471,https://rozetka.com.ua/ua/338654131/p338654131/
p355415508, Ноутбук Durabook Z14I (Z4A1A2CA3BTX), залишити відгук ,,161027,https://rozetka.com.ua/ua/355415508/p355415508/
p340992988, Ноутбук Dell Vostro 5415 (N501VN5415UA_WP) (N501VN5415UA WP), залишити відгук ,,39964,https://rozetka.com.ua/ua/340992988/p340992988/
p335776738, Ноутбук Dell Latitude 7320 (N064L732013UA_WP11), залишити відгук ,,79446,https://rozetka.com.ua/ua/335776738/p335776738/
p355415736, Ноутбук Durabook S15AB (S5A5A2C1EAXX), залишити відгук ,,87177,https://rozetka.com.ua/ua/355415736/p355415736/
p342452248, Ноутбук Vinga Spirit S141 (S141-C424128GW11P), залишити відгук ,,15290,https://rozetka.com.ua/ua/342452248/p342452248/
p359638740, Ноутбук Dell Latitude E6430s I7-3540M DDR3 4 Гб HDD 320 Гб PTB0822405, залишити відгук ,,8832,https://rozetka.com.ua/ua/359638740/p359638740/
p338651281, Ноутбук Dell Vostro 5402 (N8002VN5402UA_UBU), залишити відгук ,,42874,https://rozetka.com.ua/ua/338651281/p338651281/
p342782857," Ноутбук Microsoft Surface Laptop GO 12.5"" PS Touch/Intel i5-1035G1/8/256F/int/W10H/Silver (THJ-00046)", залишити відгук ,,52639,https://rozetka.com.ua/ua/342782857/p342782857/
p345001495, Ноутбук Dell Latitude 7320 (N013L732013UA_WP11), залишити відгук ,,81544,https://rozetka.com.ua/ua/345001495/p345001495/
p177596469, Ноутбук Razer Blade Pro 17 (RZ09-03148E02-R3U1), 3 відгуки ,"Екран 17.3"" IPS (1920x1080) Full HD 240 Гц, матовий / Intel Core i7-9750H (2.6 - 4.5 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce RTX 2080, 8 ГБ / без ОД / LAN / веб-камера / Windows 10 / 2.7 кг / чорний",79399,https://rozetka.com.ua/ua/razer_rz09_03148e02_r3u1/p177596469/
p345001546, Ноутбук Dell Vostro 5410 (N4000CVN5410UA_WP11), залишити відгук ,,49132,https://rozetka.com.ua/ua/345001546/p345001546/
p335777011, Ноутбук Dell Vostro 3510 (N8000VN3510UA_UBU), залишити відгук ,,26650,https://rozetka.com.ua/ua/335777011/p335777011/
p121360096, Ноутбук Asus X555UA (X555UA-XO044D) (F00114070), залишити відгук ,,26519,https://rozetka.com.ua/ua/121360096/p121360096/
p362082939, Ноутбук Dell ChromeBook 3100 2-in-1 Celeron N4000 DDR4 4 Гб SSD 32 Гб PTB0822703, залишити відгук ,,5902,https://rozetka.com.ua/ua/362082939/p362082939/
p350948247, Ноутбук MSI Pulse (GL6611UEK-640XUA), залишити відгук ,,81964,https://rozetka.com.ua/ua/350948247/p350948247/
p327407464," Ноутбук Microsoft Surface Laptop 4 15"" AMD Ryzen 7/8GB/512GB Platinum (5W6-00001)", залишити відгук ,,49299,https://rozetka.com.ua/ua/327407464/p327407464/
p362082897, Ноутбук Dell ChromeBook 3100 2-in-1 Celeron N4000 DDR4 4 Гб SSD 32 Гб PTB1122087, залишити відгук ,,5902,https://rozetka.com.ua/ua/362082897/p362082897/
p362082975, Ноутбук Dell ChromeBook 3100 2-in-1 Celeron N4000 DDR4 4 Гб SSD 32 Гб PTB0822701, залишити відгук ,,5902,https://rozetka.com.ua/ua/362082975/p362082975/
p359639271, Ноутбук Dell Latitude E6420 I7-2640M DDR3 8 Гб HDD 500 Гб PTB0822261, залишити відгук ,,8954,https://rozetka.com.ua/ua/359639271/p359639271/
p359639115, Ноутбук Dell Latitude E5440 I3-4030U DDR3 8 Гб HDD 500 Гб NTU0421605, залишити відгук ,,8466,https://rozetka.com.ua/ua/359639115/p359639115/
p318438343," Ноутбук Lenovo Ideapad 3 14IML05 14.0"" 4/128GB, 6405U (81WA00B1US ) Чорний", залишити відгук ,,16054,https://rozetka.com.ua/ua/318438343/p318438343/
p318438301," Ноутбук Onn Touchbook 2in1 13.3"" 4/128GB, i3-8145U (100002434) Срібний", залишити відгук ,,16756,https://rozetka.com.ua/ua/318438301/p318438301/
p362082846, Ноутбук HP EliteBook 6560b I5-2520M DDR3 4 Гб SSD 128 Гб PTB1022332, залишити відгук ,,8344,https://rozetka.com.ua/ua/362082846/p362082846/
p344239735," Ноутбук 14"" Lenovo V14-ADA Iron Grey 82C6006ARA (AMD Radeon Graphics, AMD Athlon 3020E, 4 ГбGb, 60 Гц)", залишити відгук ,,14366,https://rozetka.com.ua/ua/344239735/p344239735/
p360119328, Ноутбук MSI GF66 Katana (GF6611UE-890XUA), залишити відгук ,,74814,https://rozetka.com.ua/ua/360119328/p360119328/
p338807575, Ноутбук Acer TravelMate P2 TMP215-41 (NX.VRYEU.002), залишити відгук ,,28002,https://rozetka.com.ua/ua/338807575/p338807575/
p338935780," Ноутбук Acer Extensa EX215-32 (NX.EGNEU.006); 15.6"" FullHD (1920x1080) IPS LED матовий / Intel Pentium N6000 (1.1 - 3.3 ГГц) / RAM 8 ГБ / SSD 256 ГБ / Intel UHD Graphics / ні ОП / LAN / Wi-Fi / BT / веб-камера / Без ОС / 1.9 кг/чорний", залишити відгук ,,21275,https://rozetka.com.ua/ua/338935780/p338935780/
p341745610," Ноутбук 14"" Acer Chromebook 314 Intel Celeron N4000 RAM 4GB eMMC 64GB Chrome OS (CB314-1H-C2W1)", залишити відгук ,"Екран 14"" IPS 1920 x 1080 / Intel Celeron N4000 1.1 - 2.6 ГГц (2/2 ядра) / RAM 4 ГБ DDR4 / eMMC 64 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Chrome OS / 1.5 кг",11499,https://rozetka.com.ua/ua/341745610/p341745610/
p338754034, Ноутбук HP ProBook 635 Aero G8 (276K6AV_V1) Silver, залишити відгук ,,53755,https://rozetka.com.ua/ua/338754034/p338754034/
p362082972, Ноутбук HP EliteBook 8570P I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022339, залишити відгук ,,8344,https://rozetka.com.ua/ua/362082972/p362082972/
p347497569, Ноутбук HP ProBook 455 G8 (1Y9H0AV_ITM1), залишити відгук ,,36340,https://rozetka.com.ua/ua/347497569/p347497569/
p349316829," Ноутбук HP 255 G8 / AMD Athlon Silver 3050U / 8 GB RAM / SSD 240 GB / AMD Radeon™ Graphics / матовый, LED / для офиса и дома", залишити відгук ,,20368,https://rozetka.com.ua/ua/349316829/p349316829/
p362083488, Ноутбук HP EliteBook 8570P I5-3340M DDR3 4 Гб SSD 256 Гб PTB1022335, залишити відгук ,,8344,https://rozetka.com.ua/ua/362083488/p362083488/
p338653213, Ноутбук Lenovo IdeaPad 5 14ITL05 (82FE017CRA), залишити відгук ,,37581,https://rozetka.com.ua/ua/338653213/p338653213/
p359638911, Ноутбук Lenovo ThinkPad T420 I5-2520 DDR3 4 Гб HDD 500 Гб PTB08221217 Б/В, залишити відгук ,,7937,https://rozetka.com.ua/ua/359638911/p359638911/
p362083407, Ноутбук Dell Latitude E6540 I5-4310M DDR3 8 Гб SSD 120 Гб PTB1022279, залишити відгук ,,12210,https://rozetka.com.ua/ua/362083407/p362083407/
p339270220, Ноутбук LENOVO ThinkBook 14 G2 ITL (20VD000ARA), залишити відгук ,,38545,https://rozetka.com.ua/ua/339270220/p339270220/
p362389575, Ноутбук HP ProBook 6470b I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022531, залишити відгук ,,8588,https://rozetka.com.ua/ua/362389575/p362389575/
p359639457, Ноутбук Lenovo ThinkPad X220 I5-2520 DDR3 4 Гб HDD 320 Гб PTB08221578 Б/В, залишити відгук ,,7937,https://rozetka.com.ua/ua/359639457/p359639457/
p362389584, Ноутбук HP ProBook 6470b I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022540 Б/В, залишити відгук ,,8588,https://rozetka.com.ua/ua/362389584/p362389584/
p359638821, Ноутбук Lenovo ThinkPad T420 I5-2520 DDR3 4 Гб HDD 500 Гб PTB08221215 Б/В, залишити відгук ,,7937,https://rozetka.com.ua/ua/359638821/p359638821/
p338659987, Ноутбук Lenovo V17 (82GX007SRA), залишити відгук ,,32823,https://rozetka.com.ua/ua/338659987/p338659987/
p338436781, Ноутбук Acer Aspire 3 A317-33 (NX.A6TEU.00G), залишити відгук ,,28171,https://rozetka.com.ua/ua/338436781/p338436781/
p344795095, Ноутбук MSI GP66 Leopard 10UG (GP6610UG-431US), залишити відгук ,,66999,https://rozetka.com.ua/ua/344795095/p344795095/
p362389548, Ноутбук HP ProBook 6470b I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022529, залишити відгук ,,8588,https://rozetka.com.ua/ua/362389548/p362389548/
p347119695, Ноутбук Dream Machines RT3070-15 (RT3070-15UA31), залишити відгук ,,105119,https://rozetka.com.ua/ua/347119695/p347119695/
p356113365," Ноутбук Dell Inspiron 3511 15,6"" i3-1115G4/8GB/256/Win11 (3511-6514)", залишити відгук ,,25250,https://rozetka.com.ua/ua/356113365/p356113365/
p347497665, Ноутбук HP ENVY x360 13-bd0005ua (423W1EA), залишити відгук ,,43108,https://rozetka.com.ua/ua/347497665/p347497665/
p338753878, Ноутбук HP ProBook 640 G8 (1Y5D9AV_V3) Silver, залишити відгук ,,44799,https://rozetka.com.ua/ua/338753878/p338753878/
p346610145," Ноутбук Dell Inspiron 17 5000 17-5767 17.3"" / Intel i7-7500U / 16GB 2TB HDD", залишити відгук ,,48206,https://rozetka.com.ua/ua/346610145/p346610145/
p338437078, Ноутбук Acer TravelMate P2 TMP215-53 (NX.VPVEU.00R), залишити відгук ,,32035,https://rozetka.com.ua/ua/338437078/p338437078/
p362083329, Ноутбук HP EliteBook 2570p I5-3360M DDR3 4 Гб SSD 128 Гб PTB0822608, залишити відгук ,,8547,https://rozetka.com.ua/ua/362083329/p362083329/
p356943132," Ноутбук 14"" Dell Vostro 5415 Grey N501VN5415UA_WP (AMD Radeon Graphics, AMD Ryzen 5 5500U, 8Gb, )", залишити відгук ,,41999,https://rozetka.com.ua/ua/356943132/p356943132/
p353322720, Ноутбук Microsoft Surface Laptop Studio (THR-00001) Platinum, залишити відгук ,,45099,https://rozetka.com.ua/ua/353322720/p353322720/
p356948685," Ноутбук 15.6"" Dell Vostro 3510 N000VN3510UA_UBU (Intel UHD Graphics, Intel Core i3-1115G4, 8Gb, ),", залишити відгук ,,27764,https://rozetka.com.ua/ua/356948685/p356948685/
p348818502, Ноутбук Panasonic TOUGHBOOK FZ-55 (FZ-55B400KT9), залишити відгук ,,114139,https://rozetka.com.ua/ua/348818502/p348818502/
p343740970," Ноутбук Huawei MateBook 14 R5 / AMD Ryzen™ 5 4600H, 6 ядер / 8 GB RAM / SSD 512 GB / серый / для бизнеса", залишити відгук ,,34917,https://rozetka.com.ua/ua/343740970/p343740970/
p345152227," Ноутбук Gigabyte A5 / AMD Ryzen™ 7 5800H, 8 ядер / 32 GB RAM / SSD 1 TB / NVIDIA GeForce RTX 3060, 6 ГБ GDDR6 / 240 Гц / для игр", залишити відгук ,,72162,https://rozetka.com.ua/ua/345152227/p345152227/
p348804870, Ноутбук Panasonic TOUGHBOOK FZ-55 14FHD AG/Intel i5-8365U/8/256SSD/Intel UHD Graphics (FZ-55B400KT9), залишити відгук ,,118681,https://rozetka.com.ua/ua/348804870/p348804870/
p362083380, Ноутбук HP ProBook 6460b I5-2520 DDR3 8 Гб SSD 256 Гб PTB1022333 Б/В, залишити відгук ,,8547,https://rozetka.com.ua/ua/362083380/p362083380/
p338659408, Ноутбук Lenovo ThinkBook 15 (20VE0054RA), залишити відгук ,,26639,https://rozetka.com.ua/ua/338659408/p338659408/
p338909308, Ноутбук Lenovo Yoga Slim 7 14ITL05 (82A300L0RA), залишити відгук ,,37581,https://rozetka.com.ua/ua/338909308/p338909308/
p362594268, Ноутбук HP ProBook 6460b I5-2520M DDR3 4 Гб SSD 120 Гб PTB1022539, залишити відгук ,,7611,https://rozetka.com.ua/ua/362594268/p362594268/
p338804497, Ноутбук Lenovo IdeaPad Flex 5 14ITL05 (82HS0178RA), залишити відгук ,,47831,https://rozetka.com.ua/ua/338804497/p338804497/
p362083020, Ноутбук HP EliteBook 8470p I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022313 Б/В, залишити відгук ,,8588,https://rozetka.com.ua/ua/362083020/p362083020/
p359596257, Ноутбук Dell Inspiron 15 3511 (3511-6514), залишити відгук ,,24305,https://rozetka.com.ua/ua/359596257/p359596257/
p359639487, Ноутбук HP EliteBook 820 G3 I3-6100U DDR4 4 Гб SSD 128 Гб B0421076, залишити відгук ,,11803,https://rozetka.com.ua/ua/359639487/p359639487/
p356948877," Ноутбук 15.6"" Dell Vostro 3515 N6264VN3515UA_WP (AMD Radeon Graphics, AMD Ryzen 5 3450U, 8Gb, )", залишити відгук ,,31110,https://rozetka.com.ua/ua/356948877/p356948877/
p338436391, Ноутбук Lenovo ThinkPad X1 Extreme 3 (20TK002SRA), залишити відгук ,,174952,https://rozetka.com.ua/ua/338436391/p338436391/
p338655697, Ноутбук Lenovo V17 (82GX007QRA), залишити відгук ,,27234,https://rozetka.com.ua/ua/338655697/p338655697/
p362083269, Ноутбук Dell Latitude 7480 I5-6300U DDR4 8 Гб SSD 256 Гб PTB1022301 Б/В, залишити відгук ,,13512,https://rozetka.com.ua/ua/362083269/p362083269/
p357082833, Ноутбук DELL Vostro 3515 (N6266VN3515UA_WP), залишити відгук ,,34954,https://rozetka.com.ua/ua/357082833/p357082833/
p334803025, Gigabyte Ноутбук AERO HDR 17.3 UHD 60Hz/Intel i7-11800H/16/1TB/NVD3070Q-8/W11, залишити відгук ,,107999,https://rozetka.com.ua/ua/334803025/p334803025/
p359639502, Ноутбук TOSHIBA Satellite L850-1L4 I3-3120M DDR3 0 Гб SSD 120 Гб PTB02221153 Б/В, залишити відгук ,,8221,https://rozetka.com.ua/ua/359639502/p359639502/
p356259201, Ноутбук MSI WF65 11UI (WF6611UI-268US) [72958], залишити відгук ,,61333,https://rozetka.com.ua/ua/356259201/p356259201/
p362594280, Ноутбук Dell Latitude E6430 I5-3320M DDR3 8 Гб SSD 120 Гб PTB1222017, залишити відгук ,,8588,https://rozetka.com.ua/ua/362594280/p362594280/
p362594295, Ноутбук Dell Latitude E6430 I5-3340M DDR3 8 Гб SSD 120 Гб PTB1222031, залишити відгук ,,8588,https://rozetka.com.ua/ua/362594295/p362594295/
p350948043, Ноутбук Dell Latitude 7420 (N059L742014UA_UBU), залишити відгук ,,96396,https://rozetka.com.ua/ua/350948043/p350948043/
p350949558, Ноутбук Dell Latitude 5420 (N005L542014UA_WP), залишити відгук ,,64171,https://rozetka.com.ua/ua/350949558/p350949558/
p350949054, Ноутбук Dell Vostro 5415 (N501VN5415UA_WP), залишити відгук ,,46870,https://rozetka.com.ua/ua/350949054/p350949054/
p362594286, Ноутбук Dell Latitude E6430 I5-3320M DDR3 8 Гб SSD 120 Гб PTB1022532 Б/В, залишити відгук ,,8588,https://rozetka.com.ua/ua/362594286/p362594286/
p362594250, Ноутбук Dell Latitude E6430 I5-3320M DDR3 8 Гб SSD 120 Гб PTB1222004, залишити відгук ,,8588,https://rozetka.com.ua/ua/362594250/p362594250/
p338438119, Ноутбук Lenovo V14 (82KA001HRA), залишити відгук ,,22954,https://rozetka.com.ua/ua/338438119/p338438119/
p351535914," Ноутбук 14"" HP Chromebook x360 Intel Celeron N4020 RAM 4GB eMMC 64GB Chrome OS (14a-ca0005ng)", залишити відгук ,"Сенсорний екран 14"" IPS (1920х1080) FullHD / Intel Celeron N4020 1.1 - 2.8 ГГц (2/2 ядра) / RAM 4 ГБ DDR4 / eMMC 64 ГБ / Intel HD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Chrom OS / 1.49 кг",12999,https://rozetka.com.ua/ua/351535914/p351535914/
p362082741, Ноутбук Dell Latitude E5450 I5-5300U DDR3 8 Гб SSD 120 Гб PTB0822686, залишити відгук ,,9361,https://rozetka.com.ua/ua/362082741/p362082741/
p347497668, Ноутбук Dell Vostro 3510 (N8004VN3510UA_UBU), залишити відгук ,,32283,https://rozetka.com.ua/ua/347497668/p347497668/
p338753965, Ноутбук HP ZBook Firefly 14 G8 (275W1AV_V4) Silver, залишити відгук ,,81399,https://rozetka.com.ua/ua/338753965/p338753965/
p340999156, Ноутбук Panasonic TOUGHBOOK CF-31 (CF-314B603N9), залишити відгук ,,119999,https://rozetka.com.ua/ua/340999156/p340999156/
p352231800," Ноутбук 11.6"" Jumper EZbook X1S Intel Celeron N4200 RAM 4GB eMMC 128GB Windows 10", залишити відгук ,"Сенсорний екран 11.6"" IPS (1920x1080) Full HD / Intel Celeron N4200 1.1 - 2.5 ГГц (4/4 ядра) / RAM 8 ГБ DDR / eMMC 128 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 10 / 1.1 кг",11988,https://rozetka.com.ua/ua/352231800/p352231800/
p354765135," Ноутбук 13.3"" Jumper Ezbook X3 Intel Celeron N3350 RAM 4GB eMMC 128GB Windows 10 Home", залишити відгук ,"Екран 13.3"" IPS 1920х1080 FullHD / Intel Celeron N3350 1.1 - 2.4 ГГц (2/2 ядра) / RAM 4 ГБ DDR3 / eMMC 128 ГБ / Intel HD Graphics 500  / без ОД / Wi-Fi / Bluetooth / веб-камера / Windows 10 Home / 1.23 кг",10499,https://rozetka.com.ua/ua/354765135/p354765135/
p354795036," Ноутбук Lenovo Legion 5 15IMH05 (82AU00JTRA); 15.6"" FullHD (1920x1080) IPS LED матовий 120Hz / Intel Core i7-10750H (2.6 - 5.0 ГГц) / RAM 16 ГБ / SSD 512 ГБ / nVidia GeForce GTX1650Ti, 4 ГБ / без- -камера / DOS / 2.46 кг /", залишити відгук ,,54575,https://rozetka.com.ua/ua/354795036/p354795036/
p347497725, Ноутбук Dell Latitude 7520 (N028L752015UA_UBU), залишити відгук ,,60296,https://rozetka.com.ua/ua/347497725/p347497725/
p343687051, Ноутбук Dell XPS 13 9310 (XPS9310-7351SLV-PUS), залишити відгук ,,73255,https://rozetka.com.ua/ua/343687051/p343687051/
p350947911, Ноутбук Dell Vostro 5510 (N4006VN5510UA01_2201_WP), залишити відгук ,,55883,https://rozetka.com.ua/ua/350947911/p350947911/
p359639061, Ноутбук HP EliteBook 8460P I5-2520M DDR3 8 Гб SSD 128 Гб PTB0822867, залишити відгук ,,8059,https://rozetka.com.ua/ua/359639061/p359639061/
p362083074, Ноутбук Dell Latitude E5450 I5-5300U DDR3 8 Гб SSD 240 Гб PTB1122121 Б/В, залишити відгук ,,9849,https://rozetka.com.ua/ua/362083074/p362083074/
p359639190, Ноутбук Dell Latitude 7480 I5-6300U DDR4 8 Гб SSD 128 Гб PTB0222157 Б/В, залишити відгук ,,14408,https://rozetka.com.ua/ua/359639190/p359639190/
p345819127, Ноутбук Dell Inspiron 5515 / Ryzen 5 5500U / 16 GB RAM / SSD 512 GB / AMD Radeon™ Graphics / для учебы, залишити відгук ,,39573,https://rozetka.com.ua/ua/345819127/p345819127/
p362083362, Ноутбук Dell Latitude E6430 I5-3320M DDR3 8 Гб SSD 240 Гб PTB0822329, залишити відгук ,,9972,https://rozetka.com.ua/ua/362083362/p362083362/
p318438265," Ноутбук Lenovo ThinkBook 14s Yoga 14.0"" 16/512GB, i7-1165G7 (20WE001DUS) Синій", залишити відгук ,,45632,https://rozetka.com.ua/ua/318438265/p318438265/
p349716267, Ноутбук Dell Inspiron 13 5310 (I5310-5127SLV-PFR), залишити відгук ,,28625,https://rozetka.com.ua/ua/349716267/p349716267/
p338655940, Ноутбук Lenovo IdeaPad 3 15 Business Black (81WQ0030RA), залишити відгук ,,17759,https://rozetka.com.ua/ua/338655940/p338655940/
p350949069, Ноутбук Dell Latitude 5420 (N993L542014UA_UBU), залишити відгук ,,135619,https://rozetka.com.ua/ua/350949069/p350949069/
p346729131," Ноутбук 14"" TERRA (Samsung) Galaxy Chromebook Go Intel Celeron N4500 RAM 4GB eMMC 64GB Chrome OS (XE340XDA-KA1IT)", залишити відгук ,"Екран 14"" IPS 1366x768 / Intel Celeron N4500 1.1 - 2.8 ГГц (2/2 ядра) / RAM 4 ГБ DDR4 / eMMC 64 ГБ / Intel UHD Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Chrome OS / 1.4 кг",12777,https://rozetka.com.ua/ua/346729131/p346729131/
p343740943," Ноутбук Huawei MateBook D 15 / i3-10110U, 2 ядра / 8 GB RAM / SSD 480 GB / серебристый", залишити відгук ,,25489,https://rozetka.com.ua/ua/343740943/p343740943/
p359639019, Ноутбук Dell Latitude 3400 I3-8145U DDR4 4 Гб HDD 500 Гб N0321070 Б/В, залишити відгук ,,14652,https://rozetka.com.ua/ua/359639019/p359639019/
p339135199, Ноутбук Lenovo V14 (82KA001HRA), залишити відгук ,,23776,https://rozetka.com.ua/ua/339135199/p339135199/
p336648265, Ноутбук Gigabyte AERO XD-73RU524SP (AERO17HDR_XD-73RU524SP) (AERO17HDR_XD-73RU524SP), залишити відгук ,,98376,https://rozetka.com.ua/ua/336648265/p336648265/
p350948922, Ноутбук Dell Latitude 7320 (N013L732013UA_WP11), залишити відгук ,,94673,https://rozetka.com.ua/ua/350948922/p350948922/
p343174414," Ноутбук EVOO EV Laptop 14.1"" 4/32GB, N3350 (EV-CE-141-2) Срібний", залишити відгук ,,12328,https://rozetka.com.ua/ua/343174414/p343174414/
p345691612," Ноутбук 14"" HP Chromebook x360 AMD 3015CE RAM 8GB eMMC 128GB Chrome OS (14a-cb0030ng)", залишити відгук ,"Сенсорний екран 14"" IPS (1920x1080) FullHD / AMD 3015CE 1.2 - 2.3 ГГц (2/4 ядра) / RAM 8 ГБ DDR4 / eMMC 128 ГБ / AMD Radeon Graphics / без ОД / Wi-Fi / Bluetooth / веб-камера / Chrom OS / 1.49 кг",16999,https://rozetka.com.ua/ua/345691612/p345691612/
p356018778, Ноутбук MSI Pulse GL66 11UCK (GL6611UCK-234US), залишити відгук ,,45305,https://rozetka.com.ua/ua/356018778/p356018778/
p358966557, Ноутбук MSI GF66-11UD (GF6611UD-1050XUA), залишити відгук ,,69614,https://rozetka.com.ua/ua/358966557/p358966557/
p340089589, Ноутбук HUAWEI Matebook X EUL-W19P (53011EBR/53011EBB) (F00268078), залишити відгук ,,41931,https://rozetka.com.ua/ua/340089589/p340089589/
p350120397, Ноутбук Dell Vostro 3515 (N1006VNB3525UA_UBU), залишити відгук ,,29045,https://rozetka.com.ua/ua/350120397/p350120397/
p362082900, Ноутбук Dell Latitude E5440 I5-4210M DDR3 8 Гб SSD 128 Гб PTB1022321, залишити відгук ,,10012,https://rozetka.com.ua/ua/362082900/p362082900/
p359639472, Ноутбук HP EliteBook 8460P I5-2520M DDR3 8 Гб SSD 256 Гб PTB0822865, залишити відгук ,,9361,https://rozetka.com.ua/ua/359639472/p359639472/
p362083176, Ноутбук Dell Latitude E7450 I5-5300U DDR3 4 Гб SSD 120 Гб PTB1022486, залишити відгук ,,10053,https://rozetka.com.ua/ua/362083176/p362083176/
p353754651, Ноутбук DELL Latitude 3420 Black (N010L342014GE_UBU) (N010L342014GE UBU), залишити відгук ,,42314,https://rozetka.com.ua/ua/353754651/p353754651/
p358965846, Ноутбук MSI GF63-11SC (GF6311SC-288XUA), залишити відгук ,,50114,https://rozetka.com.ua/ua/358965846/p358965846/
p338655991, Ноутбук Lenovo V14 (82KA001JRA), залишити відгук ,,21956,https://rozetka.com.ua/ua/338655991/p338655991/
p358753824, Ноутбук Dell Vostro 5402 (N8002VN5402UA_UBU), залишити відгук ,,43399,https://rozetka.com.ua/ua/358753824/p358753824/
p358966617, Ноутбук MSI GF63-11SC (GF6311SC-246XUA), залишити відгук ,,51414,https://rozetka.com.ua/ua/358966617/p358966617/
p350741688," Ноутбук Microsoft Surface Go / Intel Core i5-1035G1 / 8 GB RAM / SSD 256 GB / Глянцевый, LED, IPS / Intel UHD Graphics / для дома и офиса", залишити відгук ,,38409,https://rozetka.com.ua/ua/350741688/p350741688/
